Reaction Date,Reaction Type,Parent Type,Parent ID
"Jun 18, 2020, 1:00:01 PM",Kudos,Activity,3632893048
"Jun 20, 2020, 9:06:32 AM",Kudos,Activity,3639243201
"Jun 20, 2020, 9:07:01 AM",Kudos,Activity,3638860688
"Jun 20, 2020, 9:07:37 AM",Kudos,Activity,3641551265
"Jun 20, 2020, 9:07:47 AM",Kudos,Activity,3641199771
"Jun 20, 2020, 7:15:23 PM",Kudos,Activity,3642459575
"Jun 20, 2020, 7:15:40 PM",Kudos,Activity,3642144521
"Jun 21, 2020, 1:28:57 PM",Kudos,Activity,3647792294
"Jun 21, 2020, 1:29:26 PM",Kudos,Activity,3646991785
"Jun 22, 2020, 4:46:15 PM",Kudos,Activity,3652913887
"Jun 22, 2020, 4:46:57 PM",Kudos,Activity,3653018413
"Jun 22, 2020, 4:46:57 PM",Kudos,Activity,3653015306
"Jun 23, 2020, 10:09:20 AM",Kudos,Activity,3655292836
"Jun 23, 2020, 10:09:30 AM",Kudos,Activity,3655105497
"Jun 23, 2020, 10:09:44 AM",Kudos,Activity,3654585584
"Jun 23, 2020, 4:08:26 PM",Kudos,Activity,3658983926
"Jun 23, 2020, 4:08:38 PM",Kudos,Activity,3659035370
"Jun 24, 2020, 7:32:48 AM",Kudos,Activity,3659469379
"Jun 24, 2020, 7:32:56 AM",Kudos,Activity,3660791581
"Jun 24, 2020, 7:33:13 AM",Kudos,Activity,3660944183
"Jun 24, 2020, 3:20:52 PM",Kudos,Activity,3664089560
"Jun 24, 2020, 3:21:33 PM",Kudos,Activity,3662941586
"Jun 24, 2020, 5:23:34 PM",Kudos,Activity,3664455250
"Jun 24, 2020, 8:28:38 PM",Kudos,Activity,3665652578
"Jun 24, 2020, 8:28:56 PM",Kudos,Activity,3665475356
"Jun 25, 2020, 6:02:36 AM",Kudos,Activity,3665654708
"Jun 25, 2020, 6:02:47 AM",Kudos,Activity,3666061221
"Jun 25, 2020, 4:09:30 PM",Kudos,Activity,3669261599
"Jun 25, 2020, 4:09:47 PM",Kudos,Activity,3669379461
"Jun 26, 2020, 8:39:41 AM",Kudos,Activity,3670585696
"Jun 26, 2020, 8:39:57 AM",Kudos,Activity,3670747047
"Jun 27, 2020, 10:49:18 AM",Kudos,Activity,3676956907
"Jun 27, 2020, 10:50:01 AM",Kudos,Activity,3676913034
"Jun 28, 2020, 10:50:50 AM",Kudos,Activity,3679629922
"Jun 28, 2020, 10:52:41 AM",Kudos,Activity,3682036665
"Jun 28, 2020, 10:52:47 AM",Kudos,Activity,3677926826
"Jun 28, 2020, 10:53:34 AM",Kudos,Activity,3681847846
"Jun 28, 2020, 10:53:44 AM",Kudos,Activity,3678037145
"Jun 29, 2020, 5:00:30 PM",Kudos,Activity,3688746932
"Jun 29, 2020, 5:00:55 PM",Kudos,Activity,3687426489
"Jun 29, 2020, 5:00:59 PM",Kudos,Activity,3685356229
"Jul 1, 2020, 8:59:10 AM",Kudos,Activity,3694771108
"Jul 4, 2020, 6:24:22 PM",Kudos,Activity,3711698770
"Jul 4, 2020, 6:24:28 PM",Kudos,Activity,3711909495
"Jul 4, 2020, 6:24:48 PM",Kudos,Activity,3710990689
"Jul 4, 2020, 6:24:51 PM",Kudos,Activity,3711337751
"Jul 4, 2020, 6:25:02 PM",Kudos,Activity,3710913815
"Jul 10, 2020, 9:17:53 PM",Kudos,Activity,3742693731
"Jul 10, 2020, 9:19:26 PM",Kudos,Activity,3741231708
"Jul 12, 2020, 10:49:26 AM",Kudos,Activity,3745166856
"Jul 12, 2020, 10:49:32 AM",Kudos,Activity,3745096361
"Jul 12, 2020, 10:49:40 AM",Kudos,Activity,3746447073
"Jul 12, 2020, 10:49:56 AM",Kudos,Activity,3749514161
"Jul 12, 2020, 10:50:01 AM",Kudos,Activity,3749101264
"Jul 12, 2020, 10:50:13 AM",Kudos,Activity,3746010739
"Jul 12, 2020, 10:50:18 AM",Kudos,Activity,3746034624
"Jul 12, 2020, 10:50:44 AM",Kudos,Activity,3749674199
"Jul 12, 2020, 3:00:01 PM",Kudos,Activity,3750329748
"Jul 12, 2020, 3:00:10 PM",Kudos,Activity,3750679768
"Jul 13, 2020, 8:21:07 PM",Kudos,Activity,3756772519
"Jul 14, 2020, 7:20:27 PM",Kudos,Activity,3760069782
"Jul 14, 2020, 7:20:48 PM",Kudos,Activity,3759165915
"Jul 15, 2020, 7:34:56 PM",Kudos,Activity,3766016152
"Jul 15, 2020, 7:35:00 PM",Kudos,Activity,3767522474
"Jul 15, 2020, 7:35:05 PM",Kudos,Activity,3764904156
"Jul 15, 2020, 7:35:08 PM",Kudos,Activity,3767198553
"Jul 15, 2020, 7:35:19 PM",Kudos,Activity,3766151363
"Jul 15, 2020, 7:35:25 PM",Kudos,Activity,3767256771
"Jul 15, 2020, 7:36:38 PM",Kudos,Activity,3762726774
"Jul 17, 2020, 10:48:22 AM",Kudos,Activity,3772239018
"Jul 17, 2020, 10:48:28 AM",Kudos,Activity,3771377489
"Jul 17, 2020, 10:48:51 AM",Kudos,Activity,3771975316
"Jul 17, 2020, 10:49:04 AM",Kudos,Activity,3772486803
"Jul 18, 2020, 9:11:17 AM",Kudos,Activity,3776275646
"Jul 18, 2020, 9:11:58 AM",Kudos,Activity,3775994962
"Jul 18, 2020, 9:12:16 AM",Kudos,Activity,3778251710
"Jul 18, 2020, 3:30:24 PM",Kudos,Activity,3780755094
"Jul 18, 2020, 3:30:25 PM",Kudos,Activity,3780710020
"Jul 18, 2020, 3:30:29 PM",Kudos,Activity,3780760425
"Jul 18, 2020, 3:30:56 PM",Kudos,Activity,3780681075
"Jul 18, 2020, 3:31:09 PM",Kudos,Activity,3780007838
"Jul 19, 2020, 10:10:00 AM",Kudos,Activity,3780871304
"Jul 19, 2020, 10:10:12 AM",Kudos,Activity,3784087080
"Jul 22, 2020, 7:25:14 PM",Kudos,Activity,3802310777
"Jul 22, 2020, 7:25:48 PM",Kudos,Activity,3801470491
"Jul 22, 2020, 7:26:00 PM",Kudos,Activity,3802184246
"Jul 22, 2020, 7:26:05 PM",Kudos,Activity,3802167887
"Jul 22, 2020, 7:26:19 PM",Kudos,Activity,3795818340
"Jul 22, 2020, 7:26:48 PM",Kudos,Activity,3795817362
"Jul 24, 2020, 11:05:07 AM",Kudos,Activity,3807208793
"Jul 25, 2020, 11:33:01 AM",Kudos,Activity,3809861691
"Jul 25, 2020, 11:33:17 AM",Kudos,Activity,3808776803
"Jul 25, 2020, 11:33:39 AM",Kudos,Activity,3810345240
"Jul 25, 2020, 11:33:59 AM",Kudos,Activity,3810163946
"Jul 26, 2020, 10:23:34 AM",Kudos,Activity,3810841352
"Jul 26, 2020, 10:23:42 AM",Kudos,Activity,3811564094
"Jul 26, 2020, 6:19:41 PM",Kudos,Activity,3814488441
"Jul 26, 2020, 6:19:54 PM",Kudos,Activity,3815420635
"Jul 26, 2020, 6:19:58 PM",Kudos,Activity,3815759026
"Jul 29, 2020, 7:59:19 PM",Kudos,Activity,3834703012
"Jul 29, 2020, 7:59:24 PM",Kudos,Activity,3833103660
"Jul 29, 2020, 7:59:30 PM",Kudos,Activity,3834337391
"Jul 29, 2020, 7:59:37 PM",Kudos,Activity,3833838493
"Jul 29, 2020, 7:59:49 PM",Kudos,Activity,3834967272
"Jul 31, 2020, 9:06:21 PM",Kudos,Activity,3844053824
"Jul 31, 2020, 9:06:28 PM",Kudos,Activity,3843742434
"Jul 31, 2020, 9:06:41 PM",Kudos,Activity,3843182901
"Jul 31, 2020, 9:07:07 PM",Kudos,Activity,3844115224
"Aug 1, 2020, 10:00:43 AM",Kudos,Activity,3846511953
"Aug 1, 2020, 3:53:44 PM",Kudos,Activity,3847821221
"Aug 1, 2020, 3:53:47 PM",Kudos,Activity,3848305911
"Aug 1, 2020, 3:53:57 PM",Kudos,Activity,3848469765
"Aug 2, 2020, 11:23:03 AM",Kudos,Activity,3852612246
"Aug 2, 2020, 11:23:13 AM",Kudos,Activity,3852684835
"Aug 2, 2020, 11:23:17 AM",Kudos,Activity,3852406044
"Aug 2, 2020, 11:23:56 AM",Kudos,Activity,3852107054
"Aug 2, 2020, 6:23:02 PM",Kudos,Activity,3853513848
"Aug 2, 2020, 6:23:07 PM",Kudos,Activity,3853511944
"Aug 2, 2020, 6:24:13 PM",Kudos,Activity,3855010702
"Aug 2, 2020, 6:25:10 PM",Kudos,Activity,3854067766
"Aug 3, 2020, 4:49:27 PM",Kudos,Activity,3858016776
"Aug 3, 2020, 4:49:40 PM",Kudos,Activity,3857558651
"Aug 4, 2020, 6:27:22 PM",Kudos,Activity,3863828212
"Aug 4, 2020, 6:28:24 PM",Kudos,Activity,3863263659
"Aug 4, 2020, 6:28:37 PM",Kudos,Activity,3864141305
"Aug 4, 2020, 6:28:45 PM",Kudos,Activity,3862786896
"Aug 4, 2020, 6:29:07 PM",Kudos,Activity,3862359289
"Aug 4, 2020, 6:29:25 PM",Kudos,Activity,3859924144
"Aug 4, 2020, 6:29:33 PM",Kudos,Activity,3862407956
"Aug 6, 2020, 10:53:45 AM",Kudos,Activity,3869723159
"Aug 6, 2020, 10:53:57 AM",Kudos,Activity,3869879985
"Aug 6, 2020, 10:54:10 AM",Kudos,Activity,3869850111
"Aug 6, 2020, 10:54:23 AM",Kudos,Activity,3868112946
"Aug 6, 2020, 10:54:33 AM",Kudos,Activity,3867181581
"Aug 6, 2020, 10:54:44 AM",Kudos,Activity,3868967984
"Aug 6, 2020, 10:54:52 AM",Kudos,Activity,3867571850
"Aug 7, 2020, 8:47:49 PM",Kudos,Activity,3879391829
"Aug 7, 2020, 8:48:39 PM",Kudos,Activity,3877906102
"Aug 8, 2020, 9:18:36 AM",Kudos,Activity,3881348272
"Aug 8, 2020, 9:18:40 AM",Kudos,Activity,3881038015
"Aug 8, 2020, 2:12:55 PM",Kudos,Activity,3882189562
"Aug 8, 2020, 2:13:11 PM",Kudos,Activity,3881665205
"Aug 8, 2020, 6:24:16 PM",Kudos,Activity,3883758384
"Aug 9, 2020, 10:23:12 AM",Kudos,Activity,3886823486
"Aug 9, 2020, 10:23:18 AM",Kudos,Activity,3886838102
"Aug 9, 2020, 10:24:54 AM",Kudos,Activity,3886230646
"Aug 9, 2020, 10:25:16 AM",Kudos,Activity,3884174654
"Aug 9, 2020, 10:25:20 AM",Kudos,Activity,3884453547
"Aug 9, 2020, 7:56:58 PM",Kudos,Activity,3888281126
"Aug 10, 2020, 7:09:40 PM",Kudos,Activity,3891331620
"Aug 10, 2020, 7:09:49 PM",Kudos,Activity,3891039781
"Aug 10, 2020, 7:10:23 PM",Kudos,Activity,3888380755
"Aug 11, 2020, 6:57:01 PM",Kudos,Activity,3898088244
"Aug 11, 2020, 6:57:11 PM",Kudos,Activity,3893976110
"Aug 12, 2020, 9:09:36 AM",Kudos,Activity,3901257844
"Aug 12, 2020, 7:37:19 PM",Kudos,Activity,3903785390
"Aug 13, 2020, 10:51:49 AM",Kudos,Activity,3905060624
"Aug 15, 2020, 7:08:19 PM",Kudos,Activity,3917445118
"Aug 15, 2020, 7:08:24 PM",Kudos,Activity,3917375308
"Aug 15, 2020, 7:08:46 PM",Kudos,Activity,3916612003
"Aug 15, 2020, 7:08:48 PM",Kudos,Activity,3916601382
"Aug 15, 2020, 7:09:11 PM",Kudos,Activity,3915504584
"Aug 16, 2020, 11:11:13 AM",Kudos,Activity,3920693275
"Aug 16, 2020, 11:11:19 AM",Kudos,Activity,3920651950
"Aug 16, 2020, 11:11:26 AM",Kudos,Activity,3920541821
"Aug 16, 2020, 11:11:50 AM",Kudos,Activity,3919962221
"Aug 19, 2020, 7:06:40 PM",Kudos,Activity,3936536561
"Aug 19, 2020, 7:06:47 PM",Kudos,Activity,3935863425
"Aug 19, 2020, 7:06:51 PM",Kudos,Activity,3937289880
"Aug 19, 2020, 7:07:18 PM",Kudos,Activity,3937232748
"Aug 19, 2020, 7:07:32 PM",Kudos,Activity,3931628552
"Aug 19, 2020, 7:07:53 PM",Kudos,Activity,3926926762
"Aug 22, 2020, 9:30:28 AM",Kudos,Activity,3941424015
"Aug 22, 2020, 9:31:12 AM",Kudos,Activity,3946087993
"Aug 23, 2020, 12:31:03 PM",Kudos,Activity,3952994914
"Aug 23, 2020, 12:31:14 PM",Kudos,Activity,3953598709
"Aug 23, 2020, 12:32:44 PM",Kudos,Activity,3953254767
"Aug 23, 2020, 12:32:49 PM",Kudos,Activity,3952816449
"Aug 23, 2020, 12:33:45 PM",Kudos,Activity,3948171154
"Aug 26, 2020, 12:29:02 PM",Kudos,Activity,3964162905
"Aug 29, 2020, 5:40:51 PM",Kudos,Activity,3980902385
"Aug 29, 2020, 5:41:51 PM",Kudos,Activity,3980510929
"Sep 1, 2020, 5:09:16 AM",Kudos,Activity,3991939924
"Sep 4, 2020, 4:34:21 PM",Kudos,Activity,4010300572
"Sep 5, 2020, 12:39:29 PM",Kudos,Activity,4013999720
"Sep 5, 2020, 12:39:36 PM",Kudos,Activity,4013953588
"Sep 5, 2020, 12:39:51 PM",Kudos,Activity,4014098760
"Sep 5, 2020, 5:20:12 PM",Kudos,Activity,4016507566
"Sep 5, 2020, 5:20:19 PM",Kudos,Activity,4015769094
"Sep 6, 2020, 10:24:15 AM",Kudos,Activity,4019005754
"Sep 6, 2020, 10:24:25 AM",Kudos,Activity,4018968181
"Sep 6, 2020, 10:24:51 AM",Kudos,Activity,4018229275
"Sep 6, 2020, 10:24:54 AM",Kudos,Activity,4018229261
"Sep 6, 2020, 10:24:58 AM",Kudos,Activity,4017002353
"Sep 9, 2020, 6:02:04 AM",Kudos,Activity,4030360097
"Sep 9, 2020, 6:02:18 AM",Kudos,Activity,4031339890
"Sep 9, 2020, 11:05:48 AM",Kudos,Activity,4033404636
"Sep 9, 2020, 11:05:52 AM",Kudos,Activity,4033326288
"Sep 10, 2020, 10:51:51 AM",Kudos,Activity,4038297405
"Sep 11, 2020, 11:25:47 AM",Kudos,Activity,4040891920
"Sep 12, 2020, 12:29:11 PM",Kudos,Activity,4047347077
"Sep 12, 2020, 12:29:21 PM",Kudos,Activity,4047247083
"Sep 12, 2020, 12:30:12 PM",Kudos,Activity,4044055663
"Sep 12, 2020, 12:30:22 PM",Kudos,Activity,4046316686
"Sep 13, 2020, 10:40:16 AM",Kudos,Activity,4052172966
"Sep 13, 2020, 10:40:36 AM",Kudos,Activity,4048343712
"Sep 13, 2020, 10:40:58 AM",Kudos,Activity,4048413877
"Sep 13, 2020, 10:41:02 AM",Kudos,Activity,4049754264
"Sep 13, 2020, 10:41:33 AM",Kudos,Activity,4051620713
"Sep 13, 2020, 11:48:11 AM",Kudos,Activity,4053241521
"Sep 13, 2020, 6:59:08 PM",Kudos,Activity,4054344054
"Sep 13, 2020, 6:59:27 PM",Kudos,Activity,4053954757
"Sep 13, 2020, 6:59:32 PM",Kudos,Activity,4054316183
"Sep 15, 2020, 7:41:14 AM",Kudos,Activity,4061652779
"Sep 15, 2020, 4:19:21 PM",Kudos,Activity,4063540993
"Sep 15, 2020, 4:25:54 PM",Kudos,Activity,4063364909
"Sep 15, 2020, 4:26:09 PM",Kudos,Activity,4062708386
"Sep 16, 2020, 5:34:07 PM",Kudos,Activity,4064426435
"Sep 16, 2020, 5:34:12 PM",Kudos,Activity,4067744207
"Sep 16, 2020, 5:34:23 PM",Kudos,Activity,4065058449
"Sep 16, 2020, 5:34:55 PM",Kudos,Activity,4067059607
"Sep 16, 2020, 5:35:06 PM",Kudos,Activity,4064843100
"Sep 16, 2020, 5:35:09 PM",Kudos,Activity,4067394355
"Sep 16, 2020, 5:35:16 PM",Kudos,Activity,4065032305
"Sep 16, 2020, 5:35:22 PM",Kudos,Activity,4064830032
"Sep 17, 2020, 1:37:41 PM",Kudos,Activity,4072204825
"Sep 17, 2020, 1:37:53 PM",Kudos,Activity,4072204860
"Sep 17, 2020, 1:37:54 PM",Kudos,Activity,4071970759
"Sep 17, 2020, 1:37:57 PM",Kudos,Activity,4072781472
"Sep 17, 2020, 1:38:01 PM",Kudos,Activity,4072516047
"Sep 17, 2020, 1:38:05 PM",Kudos,Activity,4070187103
"Sep 17, 2020, 1:38:12 PM",Kudos,Activity,4069771435
"Sep 17, 2020, 1:38:21 PM",Kudos,Activity,4069944442
"Sep 19, 2020, 10:24:45 AM",Kudos,Activity,4081018746
"Sep 19, 2020, 10:24:51 AM",Kudos,Activity,4080955613
"Sep 19, 2020, 10:25:27 AM",Kudos,Activity,4073086238
"Sep 19, 2020, 10:25:49 AM",Kudos,Activity,4076964327
"Sep 19, 2020, 3:20:29 PM",Kudos,Activity,4081787705
"Sep 19, 2020, 3:21:20 PM",Kudos,Activity,4082597259
"Sep 19, 2020, 3:21:22 PM",Kudos,Activity,4082113297
"Sep 19, 2020, 3:21:30 PM",Kudos,Activity,4081232234
"Sep 19, 2020, 3:21:34 PM",Kudos,Activity,4082080074
"Sep 20, 2020, 10:08:26 AM",Kudos,Activity,4086213951
"Sep 20, 2020, 10:08:47 AM",Kudos,Activity,4086114656
"Sep 20, 2020, 2:46:44 PM",Kudos,Activity,4087885676
"Sep 20, 2020, 2:46:51 PM",Kudos,Activity,4087760984
"Sep 20, 2020, 2:47:10 PM",Kudos,Activity,4087279561
"Sep 20, 2020, 2:47:11 PM",Kudos,Activity,4087437900
"Sep 21, 2020, 10:50:06 AM",Kudos,Activity,4087933073
"Sep 21, 2020, 10:50:13 AM",Kudos,Activity,4089297609
"Sep 22, 2020, 6:14:09 AM",Kudos,Activity,4092775345
"Sep 22, 2020, 11:05:24 AM",Kudos,Activity,4095332089
"Sep 22, 2020, 11:06:14 AM",Kudos,Activity,4093515528
"Sep 22, 2020, 7:04:37 PM",Kudos,Activity,4097242728
"Sep 23, 2020, 4:34:41 PM",Kudos,Activity,4100212811
"Sep 23, 2020, 4:34:50 PM",Kudos,Activity,4102118799
"Sep 24, 2020, 4:20:21 PM",Kudos,Activity,4103018010
"Sep 24, 2020, 4:20:35 PM",Kudos,Activity,4102822524
"Sep 26, 2020, 10:45:05 AM",Kudos,Activity,4113539559
"Sep 26, 2020, 10:45:50 AM",Kudos,Activity,4113252747
"Sep 26, 2020, 7:08:09 PM",Kudos,Activity,4114222469
"Sep 26, 2020, 7:08:21 PM",Kudos,Activity,4115726065
"Sep 26, 2020, 7:08:27 PM",Kudos,Activity,4114850776
"Sep 27, 2020, 1:49:23 PM",Kudos,Activity,4117793487
"Sep 28, 2020, 6:22:58 AM",Kudos,Activity,4120082497
"Sep 28, 2020, 6:23:19 AM",Kudos,Activity,4120906480
"Sep 29, 2020, 11:07:10 AM",Kudos,Activity,4123128748
"Sep 29, 2020, 7:19:55 PM",Kudos,Activity,4128839440
"Sep 29, 2020, 8:21:04 PM",Kudos,Activity,4128465813
"Sep 30, 2020, 10:57:34 AM",Kudos,Activity,4131641048
"Oct 1, 2020, 4:52:07 AM",Kudos,Activity,4134156553
"Oct 1, 2020, 8:39:02 AM",Kudos,Activity,4134384158
"Oct 1, 2020, 8:39:12 AM",Kudos,Activity,4134150268
"Oct 1, 2020, 8:39:13 AM",Kudos,Activity,4135421044
"Oct 3, 2020, 10:41:47 AM",Kudos,Activity,4144393558
"Oct 3, 2020, 10:41:52 AM",Kudos,Activity,4144423606
"Oct 3, 2020, 10:43:14 AM",Kudos,Activity,4140458074
"Oct 4, 2020, 10:49:38 AM",Kudos,Activity,4148929137
"Oct 4, 2020, 10:51:30 AM",Kudos,Activity,4148661214
"Oct 4, 2020, 10:51:38 AM",Kudos,Activity,4148881876
"Oct 4, 2020, 10:51:46 AM",Kudos,Activity,4148238867
"Oct 5, 2020, 5:09:57 PM",Kudos,Activity,4153221046
"Oct 5, 2020, 5:10:03 PM",Kudos,Activity,4151314495
"Oct 7, 2020, 2:37:47 PM",Kudos,Activity,4159268077
"Oct 7, 2020, 7:05:50 PM",Kudos,Activity,4164696702
"Oct 9, 2020, 4:33:28 PM",Kudos,Activity,4171219838
"Oct 9, 2020, 4:33:45 PM",Kudos,Activity,4171761101
"Oct 9, 2020, 4:33:56 PM",Kudos,Activity,4170898901
"Oct 9, 2020, 4:34:07 PM",Kudos,Activity,4170875485
"Oct 9, 2020, 4:34:08 PM",Kudos,Activity,4171040377
"Oct 10, 2020, 10:24:01 AM",Kudos,Activity,4175103791
"Oct 10, 2020, 10:24:27 AM",Kudos,Activity,4172501758
"Oct 10, 2020, 10:24:55 AM",Kudos,Activity,4173016657
"Oct 10, 2020, 4:37:48 PM",Kudos,Activity,4175485356
"Oct 10, 2020, 4:38:02 PM",Kudos,Activity,4175995603
"Oct 10, 2020, 4:38:12 PM",Kudos,Activity,4176385179
"Oct 12, 2020, 4:35:15 PM",Kudos,Activity,4185421951
"Oct 13, 2020, 9:17:51 AM",Kudos,Activity,4188136437
"Oct 14, 2020, 11:00:49 AM",Kudos,Activity,4190602530
"Oct 15, 2020, 5:12:15 AM",Kudos,Activity,4194566213
"Oct 15, 2020, 5:12:25 AM",Kudos,Activity,4193833340
"Oct 15, 2020, 5:18:22 PM",Kudos,Activity,4198337132
"Oct 16, 2020, 8:02:59 PM",Kudos,Activity,4199054681
"Oct 16, 2020, 8:20:18 PM",Kudos,Activity,4202095658
"Oct 16, 2020, 8:20:23 PM",Kudos,Activity,4201630008
"Oct 16, 2020, 8:20:30 PM",Kudos,Activity,4202383325
"Oct 16, 2020, 8:20:41 PM",Kudos,Activity,4199551642
"Oct 17, 2020, 10:35:30 AM",Kudos,Activity,4205406862
"Oct 17, 2020, 10:35:48 AM",Kudos,Activity,4204792774
"Oct 17, 2020, 10:36:23 AM",Kudos,Activity,4205004569
"Oct 17, 2020, 4:32:06 PM",Kudos,Activity,4206922997
"Oct 17, 2020, 4:32:08 PM",Kudos,Activity,4206917211
"Oct 17, 2020, 4:32:14 PM",Kudos,Activity,4206532820
"Oct 17, 2020, 4:32:23 PM",Kudos,Activity,4206033910
"Oct 17, 2020, 4:32:48 PM",Kudos,Activity,4207278566
"Oct 17, 2020, 4:32:52 PM",Kudos,Activity,4206749002
"Oct 19, 2020, 11:22:45 AM",Kudos,Activity,4210930266
"Oct 19, 2020, 11:22:47 AM",Kudos,Activity,4210886453
"Oct 19, 2020, 11:23:01 AM",Kudos,Activity,4212086024
"Oct 22, 2020, 4:02:39 PM",Kudos,Activity,4227895618
"Oct 22, 2020, 4:02:48 PM",Kudos,Activity,4228451728
"Oct 22, 2020, 4:02:54 PM",Kudos,Activity,4227404416
"Oct 23, 2020, 6:27:55 AM",Kudos,Activity,4229971913
"Oct 23, 2020, 6:28:23 AM",Kudos,Activity,4230109217
"Oct 23, 2020, 6:28:29 AM",Kudos,Activity,4230269361
"Oct 24, 2020, 9:15:28 AM",Kudos,Activity,4233552221
"Oct 24, 2020, 12:47:10 PM",Kudos,Activity,4236433028
"Oct 24, 2020, 12:47:17 PM",Kudos,Activity,4236152193
"Oct 24, 2020, 12:47:24 PM",Kudos,Activity,4235726574
"Oct 24, 2020, 5:24:14 PM",Kudos,Activity,4237924207
"Oct 25, 2020, 10:11:59 AM",Kudos,Activity,4240250157
"Oct 25, 2020, 10:12:02 AM",Kudos,Activity,4239973419
"Oct 25, 2020, 5:07:54 PM",Kudos,Activity,4242243966
"Oct 25, 2020, 5:08:06 PM",Kudos,Activity,4241131370
"Oct 25, 2020, 5:08:12 PM",Kudos,Activity,4241155787
"Oct 27, 2020, 8:11:24 PM",Kudos,Activity,4251350936
"Oct 27, 2020, 8:12:06 PM",Kudos,Activity,4250446175
"Oct 27, 2020, 8:13:28 PM",Kudos,Activity,4246608093
"Oct 28, 2020, 8:10:52 PM",Kudos,Activity,4253884543
"Oct 28, 2020, 8:11:01 PM",Kudos,Activity,4251616266
"Oct 28, 2020, 8:11:31 PM",Kudos,Activity,4253022729
"Oct 29, 2020, 3:40:12 PM",Kudos,Activity,4255811880
"Oct 31, 2020, 9:00:52 PM",Kudos,Activity,4267293846
"Oct 31, 2020, 9:00:57 PM",Kudos,Activity,4265832600
"Oct 31, 2020, 9:00:59 PM",Kudos,Activity,4266201057
"Oct 31, 2020, 9:01:21 PM",Kudos,Activity,4265630743
"Nov 1, 2020, 11:12:18 AM",Kudos,Activity,4270565136
"Nov 1, 2020, 11:12:43 AM",Kudos,Activity,4269918326
"Nov 1, 2020, 11:12:46 AM",Kudos,Activity,4269597247
"Nov 3, 2020, 5:41:35 AM",Kudos,Activity,4276035915
"Nov 4, 2020, 11:53:26 AM",Kudos,Activity,4281406480
"Nov 4, 2020, 11:53:43 AM",Kudos,Activity,4281569491
"Nov 4, 2020, 11:53:56 AM",Kudos,Activity,4283594473
"Nov 4, 2020, 11:54:00 AM",Kudos,Activity,4282074247
"Nov 4, 2020, 11:54:04 AM",Kudos,Activity,4281998371
"Nov 4, 2020, 11:54:16 AM",Kudos,Activity,4280692360
"Nov 5, 2020, 9:19:15 AM",Kudos,Activity,4286712715
"Nov 5, 2020, 5:26:23 PM",Kudos,Activity,4290024727
"Nov 5, 2020, 5:26:33 PM",Kudos,Activity,4289574739
"Nov 5, 2020, 5:26:44 PM",Kudos,Activity,4289266496
"Nov 5, 2020, 5:27:03 PM",Kudos,Activity,4286673560
"Nov 6, 2020, 8:34:54 PM",Kudos,Activity,4296633253
"Nov 7, 2020, 11:33:00 AM",Kudos,Activity,4300664451
"Nov 7, 2020, 11:33:25 AM",Kudos,Activity,4300701345
"Nov 7, 2020, 12:13:32 PM",Kudos,Activity,4301190102
"Nov 7, 2020, 4:38:28 PM",Kudos,Activity,4301373130
"Nov 7, 2020, 4:39:15 PM",Kudos,Activity,4303000526
"Nov 7, 2020, 4:39:25 PM",Kudos,Activity,4301659924
"Nov 7, 2020, 4:39:51 PM",Kudos,Activity,4301779418
"Nov 8, 2020, 2:30:00 PM",Kudos,Activity,4307221159
"Nov 8, 2020, 2:30:19 PM",Kudos,Activity,4306648930
"Nov 8, 2020, 6:10:40 PM",Kudos,Activity,4309019509
"Nov 8, 2020, 6:10:47 PM",Kudos,Activity,4308477565
"Nov 8, 2020, 6:10:49 PM",Kudos,Activity,4308714085
"Nov 10, 2020, 10:26:09 AM",Kudos,Activity,4311438390
"Nov 10, 2020, 2:26:23 PM",Kudos,Activity,4317003072
"Nov 12, 2020, 2:53:57 PM",Kudos,Activity,4324314904
"Nov 12, 2020, 2:54:16 PM",Kudos,Activity,4318480303
"Nov 14, 2020, 6:49:41 PM",Kudos,Activity,4337233390
"Nov 14, 2020, 6:49:58 PM",Kudos,Activity,4335851821
"Nov 14, 2020, 6:50:00 PM",Kudos,Activity,4337368107
"Nov 14, 2020, 6:50:06 PM",Kudos,Activity,4334803754
"Nov 14, 2020, 8:34:23 PM",Kudos,Activity,4338020073
"Nov 14, 2020, 8:35:24 PM",Kudos,Activity,4334668896
"Nov 15, 2020, 9:56:36 AM",Kudos,Activity,4340082362
"Nov 15, 2020, 5:38:55 PM",Kudos,Activity,4342270415
"Nov 16, 2020, 7:23:58 AM",Kudos,Activity,4343412523
"Nov 18, 2020, 8:03:19 PM",Kudos,Activity,4357278771
"Nov 18, 2020, 8:03:35 PM",Kudos,Activity,4357051030
"Nov 18, 2020, 8:03:41 PM",Kudos,Activity,4355008806
"Nov 18, 2020, 8:03:43 PM",Kudos,Activity,4357203798
"Nov 18, 2020, 8:03:49 PM",Kudos,Activity,4354246934
"Nov 18, 2020, 8:04:17 PM",Kudos,Activity,4352701932
"Nov 21, 2020, 11:56:28 AM",Kudos,Activity,4368447422
"Nov 21, 2020, 11:56:39 AM",Kudos,Activity,4365483102
"Nov 21, 2020, 11:56:49 AM",Kudos,Activity,4361528897
"Nov 22, 2020, 11:47:28 AM",Kudos,Activity,4373964862
"Nov 22, 2020, 11:47:42 AM",Kudos,Activity,4368616805
"Nov 22, 2020, 11:49:01 AM",Kudos,Activity,4373023572
