Date,Segment ID
"Jul 29, 2017, 7:17:38 PM",8281889
"Jul 29, 2017, 7:17:22 PM",6117110
"Jul 29, 2017, 7:15:55 PM",10386392
"Jul 29, 2017, 7:15:33 PM",10169772
"Aug 20, 2016, 10:20:19 AM",4982784
