XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,1,1,0,1,0,48,11751372,Dijk het Flaauwe Werk W-O,134,"Feb 2, 2026, 12:21:41 PM"
