Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Oct 29, 1979",70.0 kg,250 W,186,Runner,Metric,dd/mm/YYYY,Week,English (US),3:14:00,Marathon,All
